# Program:featureCounts v2.0.6; Command:"featureCounts" "-s" "1" "-M" "-Q" "20" "-T" "5" "-t" "gene" "-g" "gene_id" "-a" "../ref/true_genes_only.gtf" "-o" "../data08/feature/A02-bowtie1.txt" "../data08/bowtie/A02-bowtie1.txt" 
Geneid	Chr	Start	End	Strand	Length	../data08/bowtie/A02-bowtie1.txt
BW25113_RS02085	NZ_CP009273.1	417971	419788	+	1818	85
BW25113_RS02090	NZ_CP009273.1	419793	420374	-	582	23
BW25113_RS02095	NZ_CP009273.1	420467	421537	+	1071	93
BW25113_RS02100	NZ_CP009273.1	421593	422720	+	1128	173
BW25113_RS02105	NZ_CP009273.1	422743	423075	+	333	2033
BW25113_RS02110	NZ_CP009273.1	423103	424950	+	1848	500
BW25113_RS02115	NZ_CP009273.1	424961	425932	+	972	342
BW25113_RS02120	NZ_CP009273.1	426061	426408	+	348	163
BW25113_RS02130	NZ_CP009273.1	426585	427469	-	885	8483
BW25113_RS02135	NZ_CP009273.1	427768	428307	-	540	26
BW25113_RS02140	NZ_CP009273.1	428458	428907	+	450	165
BW25113_RS02145	NZ_CP009273.1	428911	430014	+	1104	220
BW25113_RS02150	NZ_CP009273.1	430103	430573	+	471	2054
BW25113_RS02155	NZ_CP009273.1	430593	431012	+	420	326
BW25113_RS02160	NZ_CP009273.1	431090	432067	+	978	64
BW25113_RS02165	NZ_CP009273.1	432045	432563	+	519	41
BW25113_RS02170	NZ_CP009273.1	432617	433591	-	975	213
BW25113_RS02175	NZ_CP009273.1	433771	435633	-	1863	463
BW25113_RS02180	NZ_CP009273.1	435658	436557	-	900	154
BW25113_RS02185	NZ_CP009273.1	436557	436799	-	243	108
BW25113_RS02190	NZ_CP009273.1	437005	438453	+	1449	234
BW25113_RS02195	NZ_CP009273.1	438507	439097	-	591	339
BW25113_RS02200	NZ_CP009273.1	439060	439971	-	912	220
BW25113_RS02205	NZ_CP009273.1	440139	440630	+	492	1836
BW25113_RS02210	NZ_CP009273.1	440758	442122	-	1365	57
BW25113_RS02215	NZ_CP009273.1	442271	443161	-	891	449
BW25113_RS02220	NZ_CP009273.1	443173	443502	-	330	1038
BW25113_RS02225	NZ_CP009273.1	443502	444116	-	615	1026
BW25113_RS02230	NZ_CP009273.1	444106	446097	-	1992	1857
BW25113_RS02235	NZ_CP009273.1	446119	447066	-	948	1221
BW25113_RS02240	NZ_CP009273.1	447526	449001	-	1476	44
BW25113_RS02245	NZ_CP009273.1	449045	449623	-	579	671
BW25113_RS02250	NZ_CP009273.1	449928	450245	+	318	689
BW25113_RS02260	NZ_CP009273.1	450589	451887	+	1299	14114
BW25113_RS02265	NZ_CP009273.1	452133	452756	+	624	4469
BW25113_RS02270	NZ_CP009273.1	452882	454156	+	1275	4643
BW25113_RS02275	NZ_CP009273.1	454344	456698	+	2355	10630
BW25113_RS02280	NZ_CP009273.1	456889	457179	+	291	8458
BW25113_RS02285	NZ_CP009273.1	457371	459242	+	1872	1057
BW25113_RS02290	NZ_CP009273.1	459393	459764	+	372	19
BW25113_RS02295	NZ_CP009273.1	459858	460256	+	399	11
BW25113_RS02300	NZ_CP009273.1	460308	461003	-	696	456
BW25113_RS02305	NZ_CP009273.1	461068	462768	-	1701	105
BW25113_RS02310	NZ_CP009273.1	462868	463686	+	819	69
BW25113_RS02315	NZ_CP009273.1	463839	464297	+	459	44
BW25113_RS02320	NZ_CP009273.1	464327	466099	+	1773	22
BW25113_RS02325	NZ_CP009273.1	466092	467873	+	1782	23
BW25113_RS02330	NZ_CP009273.1	468054	468392	+	339	0
BW25113_RS02335	NZ_CP009273.1	468422	469708	+	1287	2
BW25113_RS02340	NZ_CP009273.1	469757	470617	-	861	300
BW25113_RS02345	NZ_CP009273.1	470835	471407	+	573	474
BW25113_RS02350	NZ_CP009273.1	471438	471749	-	312	28
BW25113_RS02355	NZ_CP009273.1	472128	472481	+	354	6
BW25113_RS02360	NZ_CP009273.1	472523	474073	-	1551	23
BW25113_RS02365	NZ_CP009273.1	474237	474707	-	471	154
BW25113_RS02370	NZ_CP009273.1	474823	475374	-	552	243
BW25113_RS02375	NZ_CP009273.1	475546	475764	-	219	263
BW25113_RS02380	NZ_CP009273.1	475790	476164	-	375	30
BW25113_RS02385	NZ_CP009273.1	476710	479859	-	3150	793
BW25113_RS02390	NZ_CP009273.1	479882	481075	-	1194	570
BW25113_RS02395	NZ_CP009273.1	481217	481864	+	648	62
BW25113_RS02400	NZ_CP009273.1	481992	485354	+	3363	118
BW25113_RS02410	NZ_CP009273.1	485566	485727	-	162	42
BW25113_RS02415	NZ_CP009273.1	485741	486268	-	528	38
BW25113_RS02420	NZ_CP009273.1	486338	486715	+	378	60
BW25113_RS02425	NZ_CP009273.1	486868	487419	+	552	335
BW25113_RS02430	NZ_CP009273.1	487548	489479	+	1932	184
BW25113_RS02435	NZ_CP009273.1	489532	489861	+	330	1216
BW25113_RS02440	NZ_CP009273.1	489861	490466	+	606	236
BW25113_RS02445	NZ_CP009273.1	490576	492450	+	1875	29297
BW25113_RS02450	NZ_CP009273.1	492631	493275	+	645	2148
BW25113_RS02455	NZ_CP009273.1	493511	494473	+	963	181
BW25113_RS02460	NZ_CP009273.1	494470	495429	-	960	60
BW25113_RS02465	NZ_CP009273.1	495581	496885	+	1305	128
BW25113_RS02470	NZ_CP009273.1	497018	498694	-	1677	277
BW25113_RS02475	NZ_CP009273.1	498932	500152	-	1221	108
BW25113_RS02480	NZ_CP009273.1	500370	502022	+	1653	434
BW25113_RS02485	NZ_CP009273.1	502059	502538	-	480	246
BW25113_RS02490	NZ_CP009273.1	502742	503536	-	795	42
BW25113_RS02495	NZ_CP009273.1	503674	504015	+	342	132
BW25113_RS02500	NZ_CP009273.1	504331	506835	-	2505	287
BW25113_RS02505	NZ_CP009273.1	507097	508029	+	933	15
BW25113_RS02510	NZ_CP009273.1	508032	509324	+	1293	5
BW25113_RS26070	NZ_CP009273.1	509355	509452	+	98	6
BW25113_RS02515	NZ_CP009273.1	509449	509856	+	408	121
BW25113_RS02520	NZ_CP009273.1	509857	510315	-	459	27
BW25113_RS02525	NZ_CP009273.1	510312	511229	-	918	91
BW25113_RS02530	NZ_CP009273.1	511375	512052	+	678	120
BW25113_RS02535	NZ_CP009273.1	512039	512818	+	780	67
BW25113_RS02540	NZ_CP009273.1	512881	513735	-	855	5864
BW25113_RS02545	NZ_CP009273.1	513796	514605	-	810	181
BW25113_RS02550	NZ_CP009273.1	514595	515218	-	624	114
BW25113_RS02555	NZ_CP009273.1	515189	515875	+	687	38
BW25113_RS02560	NZ_CP009273.1	515872	518286	+	2415	45
BW25113_RS02565	NZ_CP009273.1	518717	522997	+	4281	20
BW25113_RS02570	NZ_CP009273.1	523037	523405	+	369	16
BW25113_RS02575	NZ_CP009273.1	523408	524115	+	708	3
BW25113_RS24960	NZ_CP009273.1	524096	524356	+	261	5
BW25113_RS25970	NZ_CP009273.1	524413	524586	+	174	0
BW25113_RS02585	NZ_CP009273.1	525107	525472	-	366	69
BW25113_RS02590	NZ_CP009273.1	525588	526682	-	1095	54
BW25113_RS02595	NZ_CP009273.1	526751	527677	-	927	2
BW25113_RS02600	NZ_CP009273.1	527907	528389	+	483	8
BW25113_RS02605	NZ_CP009273.1	528467	529282	+	816	553
BW25113_RS02610	NZ_CP009273.1	529372	531153	+	1782	7
BW25113_RS02615	NZ_CP009273.1	531166	531942	+	777	4
BW25113_RS02620	NZ_CP009273.1	532042	532920	+	879	9
BW25113_RS02625	NZ_CP009273.1	533089	534543	+	1455	0
BW25113_RS02630	NZ_CP009273.1	534603	535964	+	1362	10
BW25113_RS02635	NZ_CP009273.1	536021	537322	+	1302	0
BW25113_RS02640	NZ_CP009273.1	537344	538489	+	1146	17
BW25113_RS02645	NZ_CP009273.1	538717	539502	-	786	131
BW25113_RS02650	NZ_CP009273.1	539513	540748	-	1236	10
BW25113_RS02655	NZ_CP009273.1	540770	541819	-	1050	3
BW25113_RS02660	NZ_CP009273.1	542136	543803	+	1668	0
BW25113_RS02665	NZ_CP009273.1	543813	545072	+	1260	5
BW25113_RS02670	NZ_CP009273.1	545083	545898	+	816	0
BW25113_RS02675	NZ_CP009273.1	545895	546788	+	894	1
BW25113_RS02680	NZ_CP009273.1	546983	548050	-	1068	26
BW25113_RS02685	NZ_CP009273.1	548047	548556	-	510	18
BW25113_RS02690	NZ_CP009273.1	548674	549396	-	723	45
BW25113_RS02695	NZ_CP009273.1	549399	549893	-	495	3572
BW25113_RS02700	NZ_CP009273.1	550067	551452	+	1386	880
BW25113_RS02705	NZ_CP009273.1	551488	552009	-	522	0
BW25113_RS02710	NZ_CP009273.1	552117	552329	-	213	108
BW25113_RS02715	NZ_CP009273.1	552331	553197	-	867	370
BW25113_RS02720	NZ_CP009273.1	553668	554210	+	543	0
BW25113_RS02725	NZ_CP009273.1	554430	555122	+	693	0
BW25113_RS02730	NZ_CP009273.1	555153	557756	+	2604	3
BW25113_RS02735	NZ_CP009273.1	557798	558775	+	978	0
BW25113_RS02740	NZ_CP009273.1	558786	559301	+	516	2
BW25113_RS02745	NZ_CP009273.1	559304	559936	-	633	1
BW25113_RS02755	NZ_CP009273.1	560271	561434	-	1164	9
BW25113_RS02760	NZ_CP009273.1	561554	561832	-	279	0
BW25113_RS02765	NZ_CP009273.1	561832	562143	+	312	0
BW25113_RS02770	NZ_CP009273.1	562140	562229	+	90	0
BW25113_RS02780	NZ_CP009273.1	562298	563460	+	1163	30
BW25113_RS02785	NZ_CP009273.1	563491	563703	+	213	2
BW25113_RS02790	NZ_CP009273.1	563771	564103	+	333	55
BW25113_RS25485	NZ_CP009273.1	564151	564300	+	150	0
BW25113_RS02800	NZ_CP009273.1	564358	565884	+	1527	3
BW25113_RS02805	NZ_CP009273.1	566349	566900	+	552	1
BW25113_RS02810	NZ_CP009273.1	566910	567707	+	798	14
BW25113_RS24970	NZ_CP009273.1	567824	567925	+	102	0
BW25113_RS02815	NZ_CP009273.1	567922	568377	+	456	0
BW25113_RS02820	NZ_CP009273.1	568377	568547	+	171	0
BW25113_RS02825	NZ_CP009273.1	568540	568830	+	291	0
BW25113_RS02830	NZ_CP009273.1	568827	569189	+	363	2
BW25113_RS02835	NZ_CP009273.1	569186	569326	+	141	0
BW25113_RS02840	NZ_CP009273.1	569412	569795	+	384	3
BW25113_RS02850	NZ_CP009273.1	570193	571173	-	981	27
BW25113_RS02855	NZ_CP009273.1	571214	572281	-	1068	7149
BW25113_RS02860	NZ_CP009273.1	572854	573069	+	216	3
BW25113_RS02865	NZ_CP009273.1	573069	573566	+	498	1
BW25113_RS25490	NZ_CP009273.1	573783	573965	+	183	0
BW25113_RS02875	NZ_CP009273.1	574056	574349	-	294	741
BW25113_RS02880	NZ_CP009273.1	574640	575050	-	411	1
BW25113_RS02885	NZ_CP009273.1	575336	575542	+	207	22
BW25113_RS02890	NZ_CP009273.1	575707	575901	-	195	11
BW25113_RS02900	NZ_CP009273.1	576290	576835	+	546	1
BW25113_RS25975	NZ_CP009273.1	576810	577118	+	309	0
BW25113_RS25980	NZ_CP009273.1	577116	577553	+	438	0
BW25113_RS26455	NZ_CP009273.1	577526	577663	+	138	0
BW25113_RS02910	NZ_CP009273.1	577608	578274	-	667	1
BW25113_RS26085	NZ_CP009273.1	578424	578591	+	168	1
BW25113_RS02920	NZ_CP009273.1	579137	579886	+	750	11
BW25113_RS02925	NZ_CP009273.1	580136	581089	-	954	5823
BW25113_RS02935	NZ_CP009273.1	581603	582364	-	762	1
BW25113_RS02940	NZ_CP009273.1	582547	583437	-	891	7
BW25113_RS02945	NZ_CP009273.1	583438	586410	-	2973	35
BW25113_RS02950	NZ_CP009273.1	586397	588634	-	2238	3
BW25113_RS02955	NZ_CP009273.1	588784	590226	-	1443	12
BW25113_RS02960	NZ_CP009273.1	590216	590899	-	684	46
BW25113_RS02965	NZ_CP009273.1	591056	592429	+	1374	0
BW25113_RS02970	NZ_CP009273.1	592587	592919	+	333	2
BW25113_RS02975	NZ_CP009273.1	592935	594158	+	1224	3
BW25113_RS02980	NZ_CP009273.1	594170	597313	+	3144	4
BW25113_RS02985	NZ_CP009273.1	597415	598791	+	1377	40
BW25113_RS02990	NZ_CP009273.1	598872	600119	-	1248	198
BW25113_RS02995	NZ_CP009273.1	600227	600880	-	654	1386
BW25113_RS03000	NZ_CP009273.1	600974	601342	-	369	70
BW25113_RS03005	NZ_CP009273.1	601407	601655	-	249	45
BW25113_RS03010	NZ_CP009273.1	601721	602839	-	1119	64
BW25113_RS26460	NZ_CP009273.1	603055	603323	-	269	10
BW25113_RS03020	NZ_CP009273.1	603292	603444	+	153	1
BW25113_RS03025	NZ_CP009273.1	603521	604633	+	1113	58
BW25113_RS03030	NZ_CP009273.1	604915	605535	-	621	2
BW25113_RS03035	NZ_CP009273.1	605710	607950	-	2241	575
BW25113_RS03040	NZ_CP009273.1	608193	609395	+	1203	296
BW25113_RS03045	NZ_CP009273.1	609398	609616	+	219	115
BW25113_RS03050	NZ_CP009273.1	609613	613494	+	3882	1171
BW25113_RS03055	NZ_CP009273.1	613710	614843	+	1134	3
BW25113_RS03060	NZ_CP009273.1	614840	615655	-	816	109
BW25113_RS03065	NZ_CP009273.1	615652	616644	-	993	60
BW25113_RS03070	NZ_CP009273.1	616641	617645	-	1005	76
BW25113_RS03075	NZ_CP009273.1	617756	619006	+	1251	175
BW25113_RS03080	NZ_CP009273.1	619010	619966	-	957	207
BW25113_RS03085	NZ_CP009273.1	620341	621516	+	1176	670
BW25113_RS03090	NZ_CP009273.1	621526	623136	+	1611	489
BW25113_RS03095	NZ_CP009273.1	623150	624007	+	858	581
BW25113_RS03100	NZ_CP009273.1	624007	624753	+	747	213
BW25113_RS03105	NZ_CP009273.1	624756	625169	+	414	88
BW25113_RS03110	NZ_CP009273.1	625350	627455	+	2106	461
BW25113_RS03115	NZ_CP009273.1	627638	627835	+	198	73
BW25113_RS03120	NZ_CP009273.1	627845	628933	-	1089	18
BW25113_RS03125	NZ_CP009273.1	629042	630202	+	1161	17
BW25113_RS03130	NZ_CP009273.1	630203	630832	-	630	29
BW25113_RS03135	NZ_CP009273.1	630805	632025	-	1221	1
BW25113_RS03140	NZ_CP009273.1	632172	633074	-	903	4
BW25113_RS03145	NZ_CP009273.1	633283	634029	-	747	161
BW25113_RS03150	NZ_CP009273.1	634401	634964	+	564	13697
BW25113_RS03155	NZ_CP009273.1	635209	636774	+	1566	2628
BW25113_RS03160	NZ_CP009273.1	636895	637323	-	429	697
BW25113_RS03165	NZ_CP009273.1	637544	638782	+	1239	7
BW25113_RS26315	NZ_CP009273.1	638786	638875	-	90	0
BW25113_RS03175	NZ_CP009273.1	639013	639423	-	411	402
BW25113_RS03180	NZ_CP009273.1	639653	640459	-	807	161
BW25113_RS03185	NZ_CP009273.1	640573	642036	-	1464	0
BW25113_RS03190	NZ_CP009273.1	642087	642965	-	879	0
BW25113_RS03195	NZ_CP009273.1	642940	643491	-	552	1
BW25113_RS03200	NZ_CP009273.1	643495	645027	-	1533	2
BW25113_RS03205	NZ_CP009273.1	645038	645946	-	909	1
BW25113_RS03210	NZ_CP009273.1	645943	646239	-	297	0
BW25113_RS03215	NZ_CP009273.1	646254	647312	-	1059	0
BW25113_RS03220	NZ_CP009273.1	647691	649349	+	1659	1
BW25113_RS03225	NZ_CP009273.1	649318	649998	+	681	20
BW25113_RS03230	NZ_CP009273.1	650039	651424	-	1386	119
BW25113_RS03235	NZ_CP009273.1	652013	652573	+	561	3
BW25113_RS03240	NZ_CP009273.1	652748	652957	+	210	10481
BW25113_RS03245	NZ_CP009273.1	653011	653394	-	384	57
BW25113_RS03250	NZ_CP009273.1	653487	654274	+	788	39
BW25113_RS03255	NZ_CP009273.1	654403	654606	+	204	228
BW25113_RS03260	NZ_CP009273.1	654707	655672	-	966	1240
BW25113_RS03265	NZ_CP009273.1	655881	656834	-	954	7
BW25113_RS03275	NZ_CP009273.1	657093	657734	-	642	134
BW25113_RS03280	NZ_CP009273.1	657835	658098	-	264	2547
BW25113_RS03285	NZ_CP009273.1	658208	659419	-	1212	607
BW25113_RS03290	NZ_CP009273.1	659558	660646	-	1089	304
BW25113_RS03295	NZ_CP009273.1	660657	661769	-	1113	70
BW25113_RS03300	NZ_CP009273.1	661772	663673	-	1902	65
BW25113_RS03305	NZ_CP009273.1	663704	664171	-	468	58
BW25113_RS03310	NZ_CP009273.1	664175	664492	-	318	307
BW25113_RS03315	NZ_CP009273.1	664752	665363	-	612	6
BW25113_RS03320	NZ_CP009273.1	665387	666028	-	642	31
BW25113_RS03325	NZ_CP009273.1	666030	667061	-	1032	55
BW25113_RS03330	NZ_CP009273.1	667061	667642	-	582	214
BW25113_RS03335	NZ_CP009273.1	667657	670239	-	2583	2084
BW25113_RS03340	NZ_CP009273.1	670474	670956	+	483	910
BW25113_RS03345	NZ_CP009273.1	671026	672003	-	978	1
BW25113_RS03350	NZ_CP009273.1	672167	672874	+	708	0
BW25113_RS03355	NZ_CP009273.1	672871	674298	+	1428	3
BW25113_RS03360	NZ_CP009273.1	674308	674862	-	555	0
BW25113_RS03365	NZ_CP009273.1	674964	675671	+	708	1
BW25113_RS03370	NZ_CP009273.1	675668	677119	+	1452	3
BW25113_RS03375	NZ_CP009273.1	677179	678849	-	1671	11
BW25113_RS03380	NZ_CP009273.1	678933	679868	-	936	2077
BW25113_RS03385	NZ_CP009273.1	679986	680711	-	726	153
BW25113_RS03390	NZ_CP009273.1	680711	681385	-	675	30
BW25113_RS03395	NZ_CP009273.1	681385	682125	-	741	22
BW25113_RS03400	NZ_CP009273.1	682295	683203	-	909	443
BW25113_RS03405	NZ_CP009273.1	683453	684433	-	981	28
BW25113_RS03410	NZ_CP009273.1	684799	686337	-	1539	83
BW25113_RS03415	NZ_CP009273.1	686362	687240	-	879	331
BW25113_RS03420	NZ_CP009273.1	687330	687797	-	468	375
BW25113_RS03425	NZ_CP009273.1	687794	688834	-	1041	1799
BW25113_RS03430	NZ_CP009273.1	688987	690411	-	1425	606
BW25113_RS03435	NZ_CP009273.1	690557	691732	+	1176	365
BW25113_RS03475	NZ_CP009273.1	692969	694633	-	1665	643
BW25113_RS26320	NZ_CP009273.1	694881	694979	+	99	8
BW25113_RS03480	NZ_CP009273.1	695030	695782	-	753	460
BW25113_RS03485	NZ_CP009273.1	695830	697050	-	1221	257
BW25113_RS03490	NZ_CP009273.1	697059	698207	-	1149	575
BW25113_RS03495	NZ_CP009273.1	698267	699067	-	801	1177
BW25113_RS03500	NZ_CP009273.1	699400	701346	+	1947	1573
BW25113_RS03505	NZ_CP009273.1	701549	703213	+	1665	1802
BW25113_RS03510	NZ_CP009273.1	703790	705196	+	1407	15
BW25113_RS03515	NZ_CP009273.1	705246	705572	+	327	3
BW25113_RS03520	NZ_CP009273.1	705656	706102	-	447	1043
BW25113_RS03525	NZ_CP009273.1	706095	706181	-	87	4
BW25113_RS03535	NZ_CP009273.1	706391	706921	-	531	1335
BW25113_RS03540	NZ_CP009273.1	707061	707354	-	294	32
BW25113_RS03545	NZ_CP009273.1	707494	708258	-	765	206
BW25113_RS03550	NZ_CP009273.1	708443	708988	+	546	549
BW25113_RS03555	NZ_CP009273.1	709014	710654	+	1641	2139
BW25113_RS03560	NZ_CP009273.1	710868	711362	+	495	3
BW25113_RS03565	NZ_CP009273.1	711403	712053	-	651	1
BW25113_RS03570	NZ_CP009273.1	712177	712326	-	150	0
BW25113_RS03575	NZ_CP009273.1	712402	713721	-	1320	3
BW25113_RS03580	NZ_CP009273.1	713718	715916	-	2199	0
BW25113_RS26090	NZ_CP009273.1	716174	716278	-	105	0
BW25113_RS03590	NZ_CP009273.1	716512	717189	-	678	26
BW25113_RS03595	NZ_CP009273.1	717186	719870	-	2685	49
BW25113_RS03600	NZ_CP009273.1	719863	720435	-	573	2
BW25113_RS03605	NZ_CP009273.1	720444	722492	-	2049	7
BW25113_RS03610	NZ_CP009273.1	722515	724188	-	1674	4
BW25113_RS03615	NZ_CP009273.1	724188	724277	-	90	2
BW25113_RS03620	NZ_CP009273.1	724590	724796	+	207	286
BW25113_RS03625	NZ_CP009273.1	725039	729232	+	4194	6
BW25113_RS03630	NZ_CP009273.1	729232	729558	+	327	0
BW25113_RS03635	NZ_CP009273.1	729604	731109	+	1506	2
BW25113_RS03640	NZ_CP009273.1	731106	731675	+	570	6
BW25113_RS03645	NZ_CP009273.1	731901	732134	+	234	0
BW25113_RS03650	NZ_CP009273.1	732281	733417	+	1137	1
BW25113_RS03655	NZ_CP009273.1	733548	734306	+	759	1
BW25113_RS03660	NZ_CP009273.1	734457	734966	+	510	33
BW25113_RS03665	NZ_CP009273.1	734963	736381	+	1419	22
BW25113_RS03670	NZ_CP009273.1	736531	738012	-	1482	8
BW25113_RS03675	NZ_CP009273.1	738283	739026	+	744	1307
BW25113_RS03680	NZ_CP009273.1	739049	739705	+	657	116
BW25113_RS03685	NZ_CP009273.1	739699	740631	+	933	187
BW25113_RS03690	NZ_CP009273.1	740621	741355	+	735	63
BW25113_RS03695	NZ_CP009273.1	741391	742182	+	792	54
BW25113_RS03700	NZ_CP009273.1	742179	743225	-	1047	43
BW25113_RS03705	NZ_CP009273.1	743377	744438	-	1062	0
BW25113_RS03710	NZ_CP009273.1	744435	745163	-	729	0
BW25113_RS03715	NZ_CP009273.1	745178	747634	-	2457	6
BW25113_RS03720	NZ_CP009273.1	747685	748251	-	567	0
BW25113_RS03725	NZ_CP009273.1	748641	749924	-	1284	14972
BW25113_RS25495	NZ_CP009273.1	750130	750237	-	108	55
BW25113_RS03735	NZ_CP009273.1	750618	751022	+	405	1148
BW25113_RS03740	NZ_CP009273.1	751016	751363	+	348	915
BW25113_RS03745	NZ_CP009273.1	751363	753129	+	1767	5995
BW25113_RS03750	NZ_CP009273.1	753145	753861	+	717	3889
BW25113_RS03760	NZ_CP009273.1	754162	756963	+	2802	6594
BW25113_RS03765	NZ_CP009273.1	756978	758195	+	1218	8278
BW25113_RS03770	NZ_CP009273.1	758470	759636	+	1167	6992
BW25113_RS03775	NZ_CP009273.1	759636	760505	+	870	5036
BW25113_RS03780	NZ_CP009273.1	760609	761331	-	723	50
BW25113_RS03785	NZ_CP009273.1	761500	763416	+	1917	5
BW25113_RS03790	NZ_CP009273.1	763434	766067	+	2634	20
BW25113_RS03800	NZ_CP009273.1	766914	768482	+	1569	1127
BW25113_RS03805	NZ_CP009273.1	768498	769637	+	1140	590
BW25113_RS03810	NZ_CP009273.1	769652	769765	+	114	136
BW25113_RS03815	NZ_CP009273.1	769765	770058	+	294	33
BW25113_RS03820	NZ_CP009273.1	770208	770612	+	405	67
BW25113_RS03825	NZ_CP009273.1	770609	771301	+	693	88
BW25113_RS03830	NZ_CP009273.1	771305	771733	+	429	40
BW25113_RS03835	NZ_CP009273.1	771798	773063	+	1266	46
BW25113_RS03840	NZ_CP009273.1	773196	774488	+	1293	1094
BW25113_RS03845	NZ_CP009273.1	774523	775044	+	522	3063
BW25113_RS03850	NZ_CP009273.1	775054	775845	+	792	468
BW25113_RS03890	NZ_CP009273.1	777541	778584	+	1044	49
BW25113_RS03895	NZ_CP009273.1	778622	779341	+	720	36
BW25113_RS03900	NZ_CP009273.1	779338	780279	-	942	55
BW25113_RS03905	NZ_CP009273.1	780393	780773	-	381	142
BW25113_RS03915	NZ_CP009273.1	781089	782141	+	1053	1026
BW25113_RS03920	NZ_CP009273.1	782299	783051	-	753	9753
BW25113_RS03925	NZ_CP009273.1	783253	784293	-	1041	1203
BW25113_RS03930	NZ_CP009273.1	784287	785435	-	1149	1319
BW25113_RS03935	NZ_CP009273.1	785439	786485	-	1047	328
BW25113_RS03940	NZ_CP009273.1	786495	787511	-	1017	1024
BW25113_RS03945	NZ_CP009273.1	787772	789244	-	1473	219
BW25113_RS03955	NZ_CP009273.1	789312	790100	-	789	215
BW25113_RS03960	NZ_CP009273.1	790229	790378	+	150	442
BW25113_RS03965	NZ_CP009273.1	790545	791318	+	774	193
BW25113_RS03970	NZ_CP009273.1	791318	792007	+	690	15
BW25113_RS03975	NZ_CP009273.1	792010	793068	+	1059	14
BW25113_RS03980	NZ_CP009273.1	793069	793887	-	819	139
BW25113_RS03985	NZ_CP009273.1	794042	795037	+	996	2523
BW25113_RS03990	NZ_CP009273.1	795078	796031	-	954	1
BW25113_RS03995	NZ_CP009273.1	796215	797267	+	1053	0
BW25113_RS04000	NZ_CP009273.1	797343	798776	+	1434	0
BW25113_RS04005	NZ_CP009273.1	798959	801220	+	2262	12
BW25113_RS04010	NZ_CP009273.1	801454	802737	-	1284	490
BW25113_RS04015	NZ_CP009273.1	802889	803365	-	477	292
BW25113_RS04020	NZ_CP009273.1	803424	804713	-	1290	10
BW25113_RS04025	NZ_CP009273.1	804800	805840	+	1041	13
BW25113_RS04030	NZ_CP009273.1	805837	806991	+	1155	5
BW25113_RS04035	NZ_CP009273.1	806978	807733	+	756	2
BW25113_RS04040	NZ_CP009273.1	807726	808403	+	678	10
BW25113_RS04045	NZ_CP009273.1	808982	811003	+	2022	175
BW25113_RS26325	NZ_CP009273.1	811040	811137	-	98	1
BW25113_RS04050	NZ_CP009273.1	811195	812103	-	909	92
BW25113_RS04060	NZ_CP009273.1	812500	813489	+	990	170
BW25113_RS04065	NZ_CP009273.1	813511	814023	+	513	659
BW25113_RS04070	NZ_CP009273.1	814026	814511	+	486	206
BW25113_RS04075	NZ_CP009273.1	814504	814749	+	246	156
BW25113_RS04080	NZ_CP009273.1	814751	815203	+	453	164
BW25113_RS04085	NZ_CP009273.1	815340	816044	+	705	397
BW25113_RS04090	NZ_CP009273.1	816249	816962	+	714	2
BW25113_RS04095	NZ_CP009273.1	816998	817954	-	957	5
BW25113_RS04100	NZ_CP009273.1	817954	819195	-	1242	24
BW25113_RS04105	NZ_CP009273.1	819192	819953	-	762	16
BW25113_RS04110	NZ_CP009273.1	820086	820496	+	411	247
BW25113_RS04115	NZ_CP009273.1	820458	821564	-	1107	50
BW25113_RS04120	NZ_CP009273.1	821575	822708	-	1134	34
BW25113_RS04125	NZ_CP009273.1	822701	824437	-	1737	78
BW25113_RS04130	NZ_CP009273.1	824430	825425	-	996	214
BW25113_RS04135	NZ_CP009273.1	825428	826099	-	672	70
BW25113_RS04140	NZ_CP009273.1	826328	827692	+	1365	26
BW25113_RS04145	NZ_CP009273.1	827924	828406	-	483	10
BW25113_RS04150	NZ_CP009273.1	828526	830676	+	2151	26
BW25113_RS04155	NZ_CP009273.1	830704	831666	+	963	452
BW25113_RS04160	NZ_CP009273.1	831807	832892	+	1086	282
BW25113_RS26095	NZ_CP009273.1	832959	833018	+	60	3
BW25113_RS04165	NZ_CP009273.1	833121	833381	-	261	52
BW25113_RS04170	NZ_CP009273.1	833646	833912	-	267	15
BW25113_RS04175	NZ_CP009273.1	833986	834663	-	678	94
BW25113_RS04180	NZ_CP009273.1	834705	836987	-	2283	603
BW25113_RS25500	NZ_CP009273.1	837252	837512	-	261	7
BW25113_RS04190	NZ_CP009273.1	837788	838714	+	927	49
BW25113_RS04195	NZ_CP009273.1	838711	840936	-	2226	14
BW25113_RS04200	NZ_CP009273.1	841197	841919	-	723	180
BW25113_RS04205	NZ_CP009273.1	841916	842575	-	660	106
BW25113_RS04210	NZ_CP009273.1	842714	843460	-	747	910
BW25113_RS04220	NZ_CP009273.1	843864	844367	-	504	1528
BW25113_RS04225	NZ_CP009273.1	844666	845553	-	888	32
BW25113_RS25505	NZ_CP009273.1	845788	845853	+	66	7
BW25113_RS04230	NZ_CP009273.1	845906	846421	+	516	9199
BW25113_RS04235	NZ_CP009273.1	846470	848053	-	1584	7
BW25113_RS04240	NZ_CP009273.1	848325	848453	-	129	231
BW25113_RS04245	NZ_CP009273.1	848639	849106	+	468	106
